Toothbrush ID,Village ID,Date,Number of Times Brushed,Total Time Brushed (s)
toothbrush36,village5,2023-01-15,0,0
toothbrush36,village5,2023-01-16,1,55
toothbrush36,village5,2023-01-17,0,0
toothbrush36,village5,2023-01-18,1,106
toothbrush36,village5,2023-01-19,0,0
toothbrush36,village5,2023-01-20,0,0
toothbrush36,village5,2023-01-21,2,74
toothbrush36,village5,2023-01-22,1,56
toothbrush36,village5,2023-01-23,2,115
toothbrush36,village5,2023-01-24,0,0
toothbrush36,village5,2023-01-25,2,187
toothbrush36,village5,2023-01-26,0,0
toothbrush36,village5,2023-01-27,0,0
toothbrush36,village5,2023-01-28,1,34
toothbrush36,village5,2023-01-29,1,64
toothbrush36,village5,2023-01-30,1,104
toothbrush36,village5,2023-01-31,0,0
toothbrush36,village5,2023-02-01,1,92
toothbrush36,village5,2023-02-02,0,0
toothbrush36,village5,2023-02-03,2,140
toothbrush36,village5,2023-02-04,0,0
toothbrush36,village5,2023-02-05,2,162
toothbrush36,village5,2023-02-06,0,0
toothbrush36,village5,2023-02-07,1,113
toothbrush36,village5,2023-02-08,2,153
toothbrush36,village5,2023-02-09,1,60
toothbrush36,village5,2023-02-10,0,0
toothbrush36,village5,2023-02-11,1,113
toothbrush36,village5,2023-02-12,2,193
toothbrush36,village5,2023-02-13,2,212
toothbrush36,village5,2023-02-14,1,106
toothbrush36,village5,2023-02-15,1,41
toothbrush36,village5,2023-02-16,0,0
toothbrush36,village5,2023-02-17,2,82
toothbrush36,village5,2023-02-18,0,0
toothbrush36,village5,2023-02-19,2,108
toothbrush36,village5,2023-02-20,1,95
toothbrush36,village5,2023-02-21,2,76
toothbrush36,village5,2023-02-22,2,88
toothbrush36,village5,2023-02-23,2,224
toothbrush36,village5,2023-02-24,2,147
toothbrush36,village5,2023-02-25,2,141
toothbrush36,village5,2023-02-26,2,180
toothbrush36,village5,2023-02-27,2,212
toothbrush36,village5,2023-02-28,0,0
toothbrush36,village5,2023-03-01,1,46
toothbrush36,village5,2023-03-02,2,220
toothbrush36,village5,2023-03-03,0,0
toothbrush36,village5,2023-03-04,0,0
toothbrush36,village5,2023-03-05,2,139
toothbrush36,village5,2023-03-06,2,100
toothbrush36,village5,2023-03-07,2,219
toothbrush36,village5,2023-03-08,0,0
toothbrush36,village5,2023-03-09,2,160
toothbrush36,village5,2023-03-10,1,34
toothbrush36,village5,2023-03-11,2,74
toothbrush36,village5,2023-03-12,2,181
toothbrush36,village5,2023-03-13,1,97
toothbrush36,village5,2023-03-14,1,48
toothbrush36,village5,2023-03-15,2,163
toothbrush36,village5,2023-03-16,0,0
toothbrush36,village5,2023-03-17,2,152
toothbrush36,village5,2023-03-18,2,194
toothbrush36,village5,2023-03-19,1,113
toothbrush36,village5,2023-03-20,0,0
toothbrush36,village5,2023-03-21,1,31
toothbrush36,village5,2023-03-22,2,136
toothbrush36,village5,2023-03-23,1,79
toothbrush36,village5,2023-03-24,2,165
toothbrush36,village5,2023-03-25,0,0
toothbrush36,village5,2023-03-26,0,0
toothbrush36,village5,2023-03-27,1,45
toothbrush36,village5,2023-03-28,0,0
toothbrush36,village5,2023-03-29,2,162
toothbrush36,village5,2023-03-30,1,105
toothbrush36,village5,2023-03-31,2,139
toothbrush36,village5,2023-04-01,2,116
toothbrush36,village5,2023-04-02,1,116
toothbrush36,village5,2023-04-03,1,99
toothbrush36,village5,2023-04-04,2,136
toothbrush36,village5,2023-04-05,0,0
toothbrush36,village5,2023-04-06,1,43
toothbrush36,village5,2023-04-07,1,113
toothbrush36,village5,2023-04-08,1,32
toothbrush36,village5,2023-04-09,1,71
toothbrush36,village5,2023-04-10,2,163
toothbrush36,village5,2023-04-11,2,89
toothbrush36,village5,2023-04-12,1,85
toothbrush36,village5,2023-04-13,0,0
toothbrush36,village5,2023-04-14,0,0
toothbrush36,village5,2023-04-15,0,0
toothbrush36,village5,2023-04-16,2,156
toothbrush36,village5,2023-04-17,0,0
toothbrush36,village5,2023-04-18,0,0
toothbrush36,village5,2023-04-19,0,0
toothbrush36,village5,2023-04-20,0,0
toothbrush36,village5,2023-04-21,0,0
toothbrush36,village5,2023-04-22,2,63
toothbrush36,village5,2023-04-23,2,110
toothbrush36,village5,2023-04-24,0,0
toothbrush36,village5,2023-04-25,2,115
toothbrush36,village5,2023-04-26,1,65
toothbrush36,village5,2023-04-27,0,0
toothbrush36,village5,2023-04-28,1,60
toothbrush36,village5,2023-04-29,0,0
toothbrush36,village5,2023-04-30,0,0
toothbrush36,village5,2023-05-01,0,0
toothbrush36,village5,2023-05-02,1,63
toothbrush36,village5,2023-05-03,1,58
toothbrush36,village5,2023-05-04,0,0
toothbrush36,village5,2023-05-05,2,105
toothbrush36,village5,2023-05-06,0,0
toothbrush36,village5,2023-05-07,0,0
toothbrush36,village5,2023-05-08,0,0
toothbrush36,village5,2023-05-09,1,75
toothbrush36,village5,2023-05-10,1,71
toothbrush36,village5,2023-05-11,1,72
toothbrush36,village5,2023-05-12,0,0
toothbrush36,village5,2023-05-13,2,113
toothbrush36,village5,2023-05-14,2,179
toothbrush36,village5,2023-05-15,2,206
toothbrush36,village5,2023-05-16,0,0
toothbrush36,village5,2023-05-17,1,60
toothbrush36,village5,2023-05-18,0,0
toothbrush36,village5,2023-05-19,0,0
toothbrush36,village5,2023-05-20,2,152
toothbrush36,village5,2023-05-21,1,115
toothbrush36,village5,2023-05-22,1,52
toothbrush36,village5,2023-05-23,0,0
toothbrush36,village5,2023-05-24,1,92
toothbrush36,village5,2023-05-25,0,0
toothbrush36,village5,2023-05-26,2,134
toothbrush36,village5,2023-05-27,1,108
toothbrush36,village5,2023-05-28,2,93
toothbrush36,village5,2023-05-29,2,94
toothbrush36,village5,2023-05-30,2,99
toothbrush36,village5,2023-05-31,1,104
toothbrush36,village5,2023-06-01,2,147
toothbrush36,village5,2023-06-02,0,0
toothbrush36,village5,2023-06-03,2,174
toothbrush36,village5,2023-06-04,2,133
toothbrush36,village5,2023-06-05,0,0
toothbrush36,village5,2023-06-06,0,0
toothbrush36,village5,2023-06-07,1,86
toothbrush36,village5,2023-06-08,1,66
toothbrush36,village5,2023-06-09,1,32
toothbrush36,village5,2023-06-10,0,0
toothbrush36,village5,2023-06-11,1,96
toothbrush36,village5,2023-06-12,2,136
toothbrush36,village5,2023-06-13,0,0
toothbrush36,village5,2023-06-14,0,0
toothbrush36,village5,2023-06-15,1,45
toothbrush36,village5,2023-06-16,1,63
toothbrush36,village5,2023-06-17,0,0
toothbrush36,village5,2023-06-18,1,115
toothbrush36,village5,2023-06-19,2,118
toothbrush36,village5,2023-06-20,1,73
toothbrush36,village5,2023-06-21,1,105
toothbrush36,village5,2023-06-22,2,117
toothbrush36,village5,2023-06-23,1,59
toothbrush36,village5,2023-06-24,2,101
toothbrush36,village5,2023-06-25,0,0
toothbrush36,village5,2023-06-26,0,0
toothbrush36,village5,2023-06-27,2,148
toothbrush36,village5,2023-06-28,0,0
toothbrush36,village5,2023-06-29,2,158
toothbrush36,village5,2023-06-30,0,0
toothbrush36,village5,2023-07-01,0,0
toothbrush36,village5,2023-07-02,2,107
toothbrush36,village5,2023-07-03,0,0
toothbrush36,village5,2023-07-04,0,0
toothbrush36,village5,2023-07-05,2,126
toothbrush36,village5,2023-07-06,1,117
toothbrush36,village5,2023-07-07,0,0
toothbrush36,village5,2023-07-08,1,110
toothbrush36,village5,2023-07-09,2,210
toothbrush36,village5,2023-07-10,2,146
toothbrush36,village5,2023-07-11,1,101
toothbrush36,village5,2023-07-12,0,0
toothbrush36,village5,2023-07-13,1,51
toothbrush36,village5,2023-07-14,0,0
toothbrush36,village5,2023-07-15,2,136
toothbrush36,village5,2023-07-16,1,45
toothbrush36,village5,2023-07-17,2,163
toothbrush36,village5,2023-07-18,0,0
toothbrush36,village5,2023-07-19,0,0
toothbrush36,village5,2023-07-20,2,148
toothbrush36,village5,2023-07-21,2,157
toothbrush36,village5,2023-07-22,1,44
toothbrush36,village5,2023-07-23,1,66
toothbrush36,village5,2023-07-24,1,50
toothbrush36,village5,2023-07-25,0,0
toothbrush36,village5,2023-07-26,2,115
toothbrush36,village5,2023-07-27,2,120
toothbrush36,village5,2023-07-28,1,102
toothbrush36,village5,2023-07-29,1,70
toothbrush36,village5,2023-07-30,0,0
toothbrush36,village5,2023-07-31,1,119
toothbrush36,village5,2023-08-01,2,120
toothbrush36,village5,2023-08-02,0,0
toothbrush36,village5,2023-08-03,0,0
toothbrush36,village5,2023-08-04,1,66
toothbrush36,village5,2023-08-05,0,0
toothbrush36,village5,2023-08-06,0,0
toothbrush36,village5,2023-08-07,2,126
toothbrush36,village5,2023-08-08,1,108
toothbrush36,village5,2023-08-09,1,105
toothbrush36,village5,2023-08-10,0,0
toothbrush36,village5,2023-08-11,1,102
toothbrush36,village5,2023-08-12,0,0
toothbrush36,village5,2023-08-13,2,150
toothbrush36,village5,2023-08-14,0,0
toothbrush36,village5,2023-08-15,0,0
toothbrush36,village5,2023-08-16,2,85
toothbrush36,village5,2023-08-17,2,120
toothbrush36,village5,2023-08-18,2,94
toothbrush36,village5,2023-08-19,1,58
toothbrush36,village5,2023-08-20,0,0
toothbrush36,village5,2023-08-21,1,58
toothbrush36,village5,2023-08-22,0,0
toothbrush36,village5,2023-08-23,2,219
toothbrush36,village5,2023-08-24,0,0
toothbrush36,village5,2023-08-25,2,154
toothbrush36,village5,2023-08-26,1,70
toothbrush36,village5,2023-08-27,1,116
toothbrush36,village5,2023-08-28,1,67
toothbrush36,village5,2023-08-29,1,116
toothbrush36,village5,2023-08-30,2,163
toothbrush36,village5,2023-08-31,2,186
toothbrush36,village5,2023-09-01,0,0
toothbrush36,village5,2023-09-02,1,60
toothbrush36,village5,2023-09-03,0,0
toothbrush36,village5,2023-09-04,2,147
toothbrush36,village5,2023-09-05,2,74
toothbrush36,village5,2023-09-06,0,0
toothbrush36,village5,2023-09-07,1,99
toothbrush36,village5,2023-09-08,1,100
toothbrush36,village5,2023-09-09,1,69
toothbrush36,village5,2023-09-10,2,131
toothbrush36,village5,2023-09-11,2,117
toothbrush36,village5,2023-09-12,0,0
toothbrush36,village5,2023-09-13,2,205
toothbrush36,village5,2023-09-14,2,175
toothbrush36,village5,2023-09-15,2,189
toothbrush36,village5,2023-09-16,2,135
toothbrush36,village5,2023-09-17,0,0
toothbrush36,village5,2023-09-18,1,80
toothbrush36,village5,2023-09-19,0,0
toothbrush36,village5,2023-09-20,1,56
toothbrush36,village5,2023-09-21,0,0
toothbrush36,village5,2023-09-22,1,55
toothbrush36,village5,2023-09-23,0,0
toothbrush36,village5,2023-09-24,1,119
toothbrush36,village5,2023-09-25,1,65
toothbrush36,village5,2023-09-26,1,108
toothbrush36,village5,2023-09-27,1,109
toothbrush36,village5,2023-09-28,2,176
toothbrush36,village5,2023-09-29,0,0
toothbrush36,village5,2023-09-30,0,0
toothbrush36,village5,2023-10-01,0,0
toothbrush36,village5,2023-10-02,1,79
toothbrush36,village5,2023-10-03,0,0
toothbrush36,village5,2023-10-04,1,107
toothbrush36,village5,2023-10-05,2,119
toothbrush36,village5,2023-10-06,1,47
toothbrush36,village5,2023-10-07,2,150
toothbrush36,village5,2023-10-08,1,76
toothbrush36,village5,2023-10-09,2,235
toothbrush36,village5,2023-10-10,0,0
toothbrush36,village5,2023-10-11,2,87
toothbrush36,village5,2023-10-12,2,204
toothbrush36,village5,2023-10-13,2,156
toothbrush36,village5,2023-10-14,0,0
toothbrush36,village5,2023-10-15,1,117
toothbrush36,village5,2023-10-16,1,46
toothbrush36,village5,2023-10-17,2,120
toothbrush36,village5,2023-10-18,2,188
toothbrush36,village5,2023-10-19,2,135
toothbrush36,village5,2023-10-20,0,0
toothbrush36,village5,2023-10-21,2,141
toothbrush36,village5,2023-10-22,2,84
toothbrush36,village5,2023-10-23,0,0
toothbrush36,village5,2023-10-24,1,71
toothbrush36,village5,2023-10-25,0,0
toothbrush36,village5,2023-10-26,2,109
toothbrush36,village5,2023-10-27,0,0
toothbrush36,village5,2023-10-28,1,41
toothbrush36,village5,2023-10-29,1,63
toothbrush36,village5,2023-10-30,1,63
toothbrush36,village5,2023-10-31,1,45
toothbrush36,village5,2023-11-01,1,45
toothbrush36,village5,2023-11-02,2,94
toothbrush36,village5,2023-11-03,0,0
toothbrush36,village5,2023-11-04,2,128
toothbrush36,village5,2023-11-05,2,214
toothbrush36,village5,2023-11-06,0,0
toothbrush36,village5,2023-11-07,2,75
toothbrush36,village5,2023-11-08,0,0
toothbrush36,village5,2023-11-09,2,165
toothbrush36,village5,2023-11-10,1,34
toothbrush36,village5,2023-11-11,1,45
toothbrush36,village5,2023-11-12,2,158
toothbrush36,village5,2023-11-13,1,55
toothbrush36,village5,2023-11-14,0,0
toothbrush36,village5,2023-11-15,1,54
toothbrush36,village5,2023-11-16,0,0
toothbrush36,village5,2023-11-17,1,109
toothbrush36,village5,2023-11-18,0,0
toothbrush36,village5,2023-11-19,0,0
toothbrush36,village5,2023-11-20,0,0
toothbrush36,village5,2023-11-21,0,0
toothbrush36,village5,2023-11-22,2,112
toothbrush36,village5,2023-11-23,1,115
toothbrush36,village5,2023-11-24,0,0
toothbrush36,village5,2023-11-25,2,173
toothbrush36,village5,2023-11-26,1,86
toothbrush36,village5,2023-11-27,2,140
toothbrush36,village5,2023-11-28,2,121
toothbrush36,village5,2023-11-29,2,173
toothbrush36,village5,2023-11-30,2,114
toothbrush36,village5,2023-12-01,0,0
toothbrush36,village5,2023-12-02,0,0
toothbrush36,village5,2023-12-03,2,96
toothbrush36,village5,2023-12-04,1,63
toothbrush36,village5,2023-12-05,0,0
toothbrush36,village5,2023-12-06,1,116
toothbrush36,village5,2023-12-07,2,132
toothbrush36,village5,2023-12-08,1,52
toothbrush36,village5,2023-12-09,0,0
toothbrush36,village5,2023-12-10,0,0
toothbrush36,village5,2023-12-11,0,0
toothbrush36,village5,2023-12-12,0,0
toothbrush36,village5,2023-12-13,0,0
toothbrush36,village5,2023-12-14,2,129
toothbrush36,village5,2023-12-15,1,54
toothbrush36,village5,2023-12-16,2,114
toothbrush36,village5,2023-12-17,1,95
toothbrush36,village5,2023-12-18,0,0
toothbrush36,village5,2023-12-19,2,122
toothbrush36,village5,2023-12-20,2,236
toothbrush36,village5,2023-12-21,1,60
toothbrush36,village5,2023-12-22,1,67
toothbrush36,village5,2023-12-23,0,0
toothbrush36,village5,2023-12-24,0,0
toothbrush36,village5,2023-12-25,0,0
toothbrush36,village5,2023-12-26,2,202
toothbrush36,village5,2023-12-27,1,116
toothbrush36,village5,2023-12-28,1,81
toothbrush36,village5,2023-12-29,2,117
toothbrush36,village5,2023-12-30,2,174
toothbrush36,village5,2023-12-31,1,70
toothbrush37,village3,2023-01-01,1,77
toothbrush37,village3,2023-01-02,0,0
toothbrush37,village3,2023-01-03,2,197
toothbrush37,village3,2023-01-04,1,33
toothbrush37,village3,2023-01-05,2,156
toothbrush37,village3,2023-01-06,1,105
toothbrush37,village3,2023-01-07,2,177
toothbrush37,village3,2023-01-08,1,73
toothbrush37,village3,2023-01-09,1,63
toothbrush37,village3,2023-01-10,0,0
toothbrush37,village3,2023-01-11,2,106
toothbrush37,village3,2023-01-12,1,59
toothbrush37,village3,2023-01-13,1,96
toothbrush37,village3,2023-01-14,0,0
toothbrush37,village3,2023-01-15,2,141
toothbrush37,village3,2023-01-16,0,0
toothbrush37,village3,2023-01-17,2,222
toothbrush37,village3,2023-01-18,1,95
toothbrush37,village3,2023-01-19,1,46
toothbrush37,village3,2023-01-20,2,143
toothbrush37,village3,2023-01-21,1,32
toothbrush37,village3,2023-01-22,1,36
toothbrush37,village3,2023-01-23,2,227
toothbrush37,village3,2023-01-24,2,171
toothbrush37,village3,2023-01-25,1,81
toothbrush37,village3,2023-01-26,0,0
toothbrush37,village3,2023-01-27,0,0
toothbrush37,village3,2023-01-28,1,49
toothbrush37,village3,2023-01-29,1,32
toothbrush37,village3,2023-01-30,0,0
toothbrush37,village3,2023-01-31,0,0
toothbrush37,village3,2023-02-01,1,57
toothbrush37,village3,2023-02-02,0,0
toothbrush37,village3,2023-02-03,2,159
toothbrush37,village3,2023-02-04,1,33
toothbrush37,village3,2023-02-05,2,140
toothbrush37,village3,2023-02-06,0,0
toothbrush37,village3,2023-02-07,0,0
toothbrush37,village3,2023-02-08,1,52
toothbrush37,village3,2023-02-09,1,120
toothbrush37,village3,2023-02-10,2,226
toothbrush37,village3,2023-02-11,1,92
toothbrush37,village3,2023-02-12,2,82
toothbrush37,village3,2023-02-13,1,64
toothbrush37,village3,2023-02-14,2,219
toothbrush37,village3,2023-02-15,2,197
toothbrush37,village3,2023-02-16,2,213
toothbrush37,village3,2023-02-17,2,147
toothbrush37,village3,2023-02-18,2,163
toothbrush37,village3,2023-02-19,2,134
toothbrush37,village3,2023-02-20,2,96
toothbrush37,village3,2023-02-21,1,76
toothbrush37,village3,2023-02-22,1,115
toothbrush37,village3,2023-02-23,2,126
toothbrush37,village3,2023-02-24,1,119
toothbrush37,village3,2023-02-25,1,85
toothbrush37,village3,2023-02-26,1,59
toothbrush37,village3,2023-02-27,2,112
toothbrush37,village3,2023-02-28,2,160
toothbrush37,village3,2023-03-01,1,120
toothbrush37,village3,2023-03-02,0,0
toothbrush37,village3,2023-03-03,2,135
toothbrush37,village3,2023-03-04,2,212
toothbrush37,village3,2023-03-05,2,108
toothbrush37,village3,2023-03-06,2,143
toothbrush37,village3,2023-03-07,0,0
toothbrush37,village3,2023-03-08,0,0
toothbrush37,village3,2023-03-09,0,0
toothbrush37,village3,2023-03-10,0,0
toothbrush37,village3,2023-03-11,2,131
toothbrush37,village3,2023-03-12,1,105
toothbrush37,village3,2023-03-13,2,92
toothbrush37,village3,2023-03-14,2,96
toothbrush37,village3,2023-03-15,1,96
toothbrush37,village3,2023-03-16,2,138
toothbrush37,village3,2023-03-17,0,0
toothbrush37,village3,2023-03-18,0,0
toothbrush37,village3,2023-03-19,1,57
toothbrush37,village3,2023-03-20,1,97
toothbrush37,village3,2023-03-21,2,118
toothbrush37,village3,2023-03-22,2,146
toothbrush37,village3,2023-03-23,0,0
toothbrush37,village3,2023-03-24,0,0
toothbrush37,village3,2023-03-25,2,208
toothbrush37,village3,2023-03-26,2,188
toothbrush37,village3,2023-03-27,1,117
toothbrush37,village3,2023-03-28,2,153
toothbrush37,village3,2023-03-29,1,74
toothbrush37,village3,2023-03-30,1,91
toothbrush37,village3,2023-03-31,2,117
toothbrush37,village3,2023-04-01,2,104
toothbrush37,village3,2023-04-02,2,218
toothbrush37,village3,2023-04-03,0,0
toothbrush37,village3,2023-04-04,2,197
toothbrush37,village3,2023-04-05,1,74
toothbrush37,village3,2023-04-06,1,83
toothbrush37,village3,2023-04-07,0,0
toothbrush37,village3,2023-04-08,2,223
toothbrush37,village3,2023-04-09,0,0
toothbrush37,village3,2023-04-10,2,68
toothbrush37,village3,2023-04-11,0,0
toothbrush37,village3,2023-04-12,1,64
toothbrush37,village3,2023-04-13,2,107
toothbrush37,village3,2023-04-14,2,198
toothbrush37,village3,2023-04-15,2,139
toothbrush37,village3,2023-04-16,2,215
toothbrush37,village3,2023-04-17,0,0
toothbrush37,village3,2023-04-18,1,105
toothbrush37,village3,2023-04-19,2,142
toothbrush37,village3,2023-04-20,0,0
toothbrush37,village3,2023-04-21,2,141
toothbrush37,village3,2023-04-22,0,0
toothbrush37,village3,2023-04-23,2,194
toothbrush37,village3,2023-04-24,2,98
toothbrush37,village3,2023-04-25,0,0
toothbrush37,village3,2023-04-26,0,0
toothbrush37,village3,2023-04-27,2,136
toothbrush37,village3,2023-04-28,0,0
toothbrush37,village3,2023-04-29,1,40
toothbrush37,village3,2023-04-30,1,66
toothbrush37,village3,2023-05-01,2,158
toothbrush37,village3,2023-05-02,0,0
toothbrush37,village3,2023-05-03,1,80
toothbrush37,village3,2023-05-04,2,98
toothbrush37,village3,2023-05-05,0,0
toothbrush37,village3,2023-05-06,2,151
toothbrush37,village3,2023-05-07,1,55
toothbrush37,village3,2023-05-08,1,98
toothbrush37,village3,2023-05-09,1,111
toothbrush37,village3,2023-05-10,1,93
toothbrush37,village3,2023-05-11,2,190
toothbrush37,village3,2023-05-12,0,0
toothbrush37,village3,2023-05-13,0,0
toothbrush37,village3,2023-05-14,0,0
toothbrush37,village3,2023-05-15,2,204
toothbrush37,village3,2023-05-16,1,120
toothbrush37,village3,2023-05-17,0,0
toothbrush37,village3,2023-05-18,1,93
toothbrush37,village3,2023-05-19,0,0
toothbrush37,village3,2023-05-20,1,120
toothbrush37,village3,2023-05-21,2,218
toothbrush37,village3,2023-05-22,2,121
toothbrush37,village3,2023-05-23,1,56
toothbrush37,village3,2023-05-24,2,107
toothbrush37,village3,2023-05-25,2,131
toothbrush37,village3,2023-05-26,1,94
toothbrush37,village3,2023-05-27,1,104
toothbrush37,village3,2023-05-28,0,0
toothbrush37,village3,2023-05-29,0,0
toothbrush37,village3,2023-05-30,1,113
toothbrush37,village3,2023-05-31,0,0
toothbrush37,village3,2023-06-01,2,100
toothbrush37,village3,2023-06-02,2,174
toothbrush37,village3,2023-06-03,2,169
toothbrush37,village3,2023-06-04,1,36
toothbrush37,village3,2023-06-05,1,62
toothbrush37,village3,2023-06-06,1,82
toothbrush37,village3,2023-06-07,2,100
toothbrush37,village3,2023-06-08,1,55
toothbrush37,village3,2023-06-09,2,200
toothbrush37,village3,2023-06-10,2,90
toothbrush37,village3,2023-06-11,0,0
toothbrush37,village3,2023-06-12,2,202
toothbrush37,village3,2023-06-13,2,223
toothbrush37,village3,2023-06-14,0,0
toothbrush37,village3,2023-06-15,0,0
toothbrush37,village3,2023-06-16,0,0
toothbrush37,village3,2023-06-17,1,47
toothbrush37,village3,2023-06-18,0,0
toothbrush37,village3,2023-06-19,1,65
toothbrush37,village3,2023-06-20,0,0
toothbrush37,village3,2023-06-21,0,0
toothbrush37,village3,2023-06-22,1,92
toothbrush37,village3,2023-06-23,2,159
toothbrush37,village3,2023-06-24,0,0
toothbrush37,village3,2023-06-25,2,75
toothbrush37,village3,2023-06-26,0,0
toothbrush37,village3,2023-06-27,2,140
toothbrush37,village3,2023-06-28,0,0
toothbrush37,village3,2023-06-29,2,113
toothbrush37,village3,2023-06-30,2,119
toothbrush37,village3,2023-07-01,0,0
toothbrush37,village3,2023-07-02,2,138
toothbrush37,village3,2023-07-03,1,117
toothbrush37,village3,2023-07-04,2,205
toothbrush37,village3,2023-07-05,1,95
toothbrush37,village3,2023-07-06,1,36
toothbrush37,village3,2023-07-07,0,0
toothbrush37,village3,2023-07-08,0,0
toothbrush37,village3,2023-07-09,0,0
toothbrush37,village3,2023-07-10,1,36
toothbrush37,village3,2023-07-11,1,56
toothbrush37,village3,2023-07-12,0,0
toothbrush37,village3,2023-07-13,2,141
toothbrush37,village3,2023-07-14,2,157
toothbrush37,village3,2023-07-15,2,196
toothbrush37,village3,2023-07-16,2,190
toothbrush37,village3,2023-07-17,2,186
toothbrush37,village3,2023-07-18,1,67
toothbrush37,village3,2023-07-19,0,0
toothbrush37,village3,2023-07-20,2,128
toothbrush37,village3,2023-07-21,2,141
toothbrush37,village3,2023-07-22,0,0
toothbrush37,village3,2023-07-23,2,172
toothbrush37,village3,2023-07-24,0,0
toothbrush37,village3,2023-07-25,0,0
toothbrush37,village3,2023-07-26,0,0
toothbrush37,village3,2023-07-27,0,0
toothbrush37,village3,2023-07-28,0,0
toothbrush37,village3,2023-07-29,1,43
toothbrush37,village3,2023-07-30,2,106
toothbrush37,village3,2023-07-31,1,31
toothbrush37,village3,2023-08-01,1,35
toothbrush37,village3,2023-08-02,0,0
toothbrush37,village3,2023-08-03,2,160
toothbrush37,village3,2023-08-04,2,94
toothbrush37,village3,2023-08-05,2,202
toothbrush37,village3,2023-08-06,2,190
toothbrush37,village3,2023-08-07,0,0
toothbrush37,village3,2023-08-08,1,119
toothbrush37,village3,2023-08-09,2,161
toothbrush37,village3,2023-08-10,0,0
toothbrush37,village3,2023-08-11,1,70
toothbrush37,village3,2023-08-12,0,0
toothbrush37,village3,2023-08-13,1,50
toothbrush37,village3,2023-08-14,2,135
toothbrush37,village3,2023-08-15,2,199
toothbrush37,village3,2023-08-16,1,68
toothbrush37,village3,2023-08-17,2,104
toothbrush37,village3,2023-08-18,0,0
toothbrush37,village3,2023-08-19,1,76
toothbrush37,village3,2023-08-20,0,0
toothbrush37,village3,2023-08-21,0,0
toothbrush37,village3,2023-08-22,0,0
toothbrush37,village3,2023-08-23,0,0
toothbrush37,village3,2023-08-24,2,168
toothbrush37,village3,2023-08-25,0,0
toothbrush37,village3,2023-08-26,2,107
toothbrush37,village3,2023-08-27,0,0
toothbrush37,village3,2023-08-28,1,109
toothbrush37,village3,2023-08-29,0,0
toothbrush37,village3,2023-08-30,0,0
toothbrush37,village3,2023-08-31,0,0
toothbrush37,village3,2023-09-01,2,165
toothbrush37,village3,2023-09-02,1,45
toothbrush37,village3,2023-09-03,0,0
toothbrush37,village3,2023-09-04,1,120
toothbrush37,village3,2023-09-05,2,114
toothbrush37,village3,2023-09-06,2,98
toothbrush37,village3,2023-09-07,2,138
toothbrush37,village3,2023-09-08,0,0
toothbrush37,village3,2023-09-09,2,193
toothbrush37,village3,2023-09-10,0,0
toothbrush37,village3,2023-09-11,1,57
toothbrush37,village3,2023-09-12,2,81
toothbrush37,village3,2023-09-13,1,43
toothbrush37,village3,2023-09-14,1,53
toothbrush37,village3,2023-09-15,2,176
toothbrush37,village3,2023-09-16,1,96
toothbrush37,village3,2023-09-17,0,0
toothbrush37,village3,2023-09-18,2,114
toothbrush37,village3,2023-09-19,0,0
toothbrush37,village3,2023-09-20,2,162
toothbrush37,village3,2023-09-21,1,95
toothbrush37,village3,2023-09-22,0,0
toothbrush37,village3,2023-09-23,2,232
toothbrush37,village3,2023-09-24,0,0
toothbrush37,village3,2023-09-25,0,0
toothbrush37,village3,2023-09-26,2,132
toothbrush37,village3,2023-09-27,2,94
toothbrush37,village3,2023-09-28,0,0
toothbrush37,village3,2023-09-29,0,0
toothbrush37,village3,2023-09-30,2,130
toothbrush37,village3,2023-10-01,0,0
toothbrush37,village3,2023-10-02,1,56
toothbrush37,village3,2023-10-03,0,0
toothbrush37,village3,2023-10-04,1,100
toothbrush37,village3,2023-10-05,2,164
toothbrush37,village3,2023-10-06,0,0
toothbrush37,village3,2023-10-07,2,177
toothbrush37,village3,2023-10-08,2,111
toothbrush37,village3,2023-10-09,1,100
toothbrush37,village3,2023-10-10,0,0
toothbrush37,village3,2023-10-11,1,42
toothbrush37,village3,2023-10-12,0,0
toothbrush37,village3,2023-10-13,0,0
toothbrush37,village3,2023-10-14,2,212
toothbrush37,village3,2023-10-15,1,100
toothbrush37,village3,2023-10-16,1,49
toothbrush37,village3,2023-10-17,2,155
toothbrush37,village3,2023-10-18,2,93
toothbrush37,village3,2023-10-19,2,146
toothbrush37,village3,2023-10-20,2,179
toothbrush37,village3,2023-10-21,0,0
toothbrush37,village3,2023-10-22,2,126
toothbrush37,village3,2023-10-23,1,47
toothbrush37,village3,2023-10-24,0,0
toothbrush37,village3,2023-10-25,0,0
toothbrush37,village3,2023-10-26,1,42
toothbrush37,village3,2023-10-27,2,141
toothbrush37,village3,2023-10-28,1,73
toothbrush37,village3,2023-10-29,0,0
toothbrush37,village3,2023-10-30,2,144
toothbrush37,village3,2023-10-31,0,0
toothbrush37,village3,2023-11-01,0,0
toothbrush37,village3,2023-11-02,2,119
toothbrush37,village3,2023-11-03,0,0
toothbrush37,village3,2023-11-04,1,51
toothbrush37,village3,2023-11-05,0,0
toothbrush37,village3,2023-11-06,1,40
toothbrush37,village3,2023-11-07,0,0
toothbrush37,village3,2023-11-08,2,127
toothbrush37,village3,2023-11-09,2,87
